Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
333538,The Castle,Franz Kafka,"Kafka, Franz",Mark Harman,"=""0805211063""","=""9780805211061""",0,3.93,Schocken,Paperback,328,1998,1926,,2025/01/05,currently-reading,currently-reading (#5),currently-reading,,,,1,0
207300960,Creation Lake,Rachel Kushner,"Kushner, Rachel",,"=""1982116528""","=""9781982116521""",0,3.46,Scribner,Hardcover,416,2024,2024,,2025/01/02,currently-reading,currently-reading (#4),currently-reading,,,,1,0
52762,The Stories of Breece D'J Pancake,Breece D'J Pancake,"Pancake, Breece D'J","James Alan McPherson, John Casey, Andre Dubus III","=""0316715972""","=""9780316715973""",4,4.15,Back Bay Books,Paperback,192,2002,1983,2016/03/07,2016/01/20,,,read,,,,2,0
58542843,Life and Fate,Vasily Grossman,"Grossman, Vasily","Robert Chandler, Polly Jones","=""059332126X""","=""9780593321263""",0,4.45,Everyman's Library,Hardcover,952,2022,1960,,2022/09/13,currently-reading,currently-reading (#3),currently-reading,,,,1,0
208433155,Big Breath In,John Straley,"Straley, John",,"=""1641296542""","=""9781641296540""",2,3.57,Soho Crime,Hardcover,288,2024,2024,2024/12/25,2024/12/23,,,read,,,,1,0
33361409,Spoonbenders,Daryl Gregory,"Gregory, Daryl",,"=""""","=""""",4,3.91,Knopf,Kindle Edition,416,2017,2017,2024/12/23,2024/12/19,,,read,,,,1,0
61327457,"The Blazing World: A New History of Revolutionary England, 1603-1689",Jonathan Healey,"Healey, Jonathan",,"=""0593318358""","=""9780593318355""",0,4.20,Knopf,Hardcover,492,2023,2023,,2024/12/19,currently-reading,currently-reading (#2),currently-reading,,,,1,0
146101695,Wonder Confronts Certainty: Russian Writers on the Timeless Questions and Why Their Answers Matter,Gary Saul Morson,"Morson, Gary Saul",,"=""0674293444""","=""9780674293441""",4,4.53,Belknap Press,Kindle Edition,493,2023,2023,2023/07/03,2023/06/01,,,read,"Title is slightly click baity (read baity?). Overall very good and broad discussions. The most interesting parts were the juxtaposing how a country that produces such deep writers can also produce things like the Soviet Union, which has always been one of the most interesting parts of Russian history.",,,1,0
207598801,Deadpan,Richard Walter,"Walter, Richard",,"=""""","=""9798988717317""",2,3.77,Heresy Press,Paperback,246,2024,,2024/12/18,2024/12/17,,,read,,,,1,0
208145504,What the Chicken Knows: A New Appreciation of the World's Most Familiar Bird,Sy Montgomery,"Montgomery, Sy",,"=""""","=""""",4,3.91,Atria Books,Kindle Edition,91,2024,2024,2024/12/14,2024/12/13,,,read,,,,1,0
101146050,The Glutton,A.K. Blakemore,"Blakemore, A.K.",,"=""1668030624""","=""9781668030622""",4,3.79,Scribner,Hardcover,320,2023,2023,2024/12/13,2024/12/05,,,read,,,,1,0
199774662,The Shield of Achilles (W.H. Auden: Critical Editions),W.H. Auden,"Auden, W.H.",Alan Jacobs,"=""069121865X""","=""9780691218656""",0,4.03,Princeton University Press,Hardcover,136,2024,1955,,2024/12/08,currently-reading,currently-reading (#1),currently-reading,,,,1,0
209195175,C. S. Lewis's Oxford,Simon Horobin,"Horobin, Simon",,"=""1851245642""","=""9781851245642""",4,4.36,"Bodleian Library, University of Oxford",Hardcover,232,2024,,2024/12/08,2024/05/22,,,read,,,,1,0
209650054,To the Success of Our Hopeless Cause: The Many Lives of the Soviet Dissident Movement,Benjamin Nathans,"Nathans, Benjamin",,"=""0691255571""","=""9780691255576""",0,4.57,Princeton University Press,Kindle Edition,794,2024,,,2024/12/08,to-read,to-read (#214),to-read,,,,0,0
7597,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",4,4.12,Harper Perennial Modern Classics,Paperback,429,2006,1967,2024/12/06,2024/11/10,,,read,,,,1,0
195401442,The Ant Collective: Inside the World of an Ant Colony,Armin Schieb,"Schieb, Armin",,"=""069125592X""","=""9780691255927""",0,4.60,Princeton University Press,Hardcover,128,2024,,,2024/12/06,to-read,to-read (#213),to-read,,,,0,0
210689396,"Under Alien Skies: Environment, Suffering, and the Defeat of the British Military in Revolutionary America",Vaughn Scribner,"Scribner, Vaughn",,"=""1469680769""","=""9781469680767""",0,0.0,The University of North Carolina Press,Hardcover,250,2024,,,2024/12/06,to-read,to-read (#212),to-read,,,,0,0
205478762,Playground,Richard Powers,"Powers, Richard",,"=""1324086033""","=""9781324086031""",4,4.27,W. W. Norton & Company,Hardcover,381,2024,2024,2024/12/01,2024/11/24,,,read,,,,1,0
2174522,New Lies for Old: The Communist Strategy of Deception and Disinformation,Anatoliy Golitsyn,"Golitsyn, Anatoliy",,"=""0396081940""","=""9780396081944""",3,3.72,"Dodd, Mead & Company",Hardcover,412,1984,1984,2024/11/28,2016/07/17,,,read,,,,1,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",3,3.95,"Little, Brown",Hardcover,771,2013,2013,2024/11/23,2019/10/01,,,read,,,,1,0
195830912,"Walker Percy: The Moviegoer & Other Novels 1961-1971 (LOA #380): The Moviegoer / The Last Gentleman / Love in the Ruins (Library of America, 380)",Walker Percy,"Percy, Walker",Paul Elie,"=""159853775X""","=""9781598537758""",5,4.00,Library of America,Hardcover,1000,2024,,2024/11/06,2024/08/31,,,read,,,,1,0
195790779,Agony Hill,Sarah Stewart Taylor,"Taylor, Sarah Stewart",,"=""1250826624""","=""9781250826626""",3,3.87,Minotaur Books,Hardcover,308,2024,2024,2024/10/31,2024/10/21,,,read,,,,1,0
201751300,The Bookshop: A History of the American Bookstore,Evan Friss,"Friss, Evan",,"=""0593299922""","=""9780593299920""",3,4.03,Viking,Hardcover,416,2024,2024,2024/10/24,2024/05/22,,,read,,,,1,0
50024945,Truths We Confess: A Systematic Exposition of the Westminster Confession of Faith,R.C. Sproul,"Sproul, R.C.",,"=""1642891649""","=""9781642891645""",0,4.72,Reformation Trust Publishing,ebook,756,2019,,,2024/10/22,to-read,to-read (#211),to-read,,,,0,0
125930473,The Vulnerables,Sigrid Nunez,"Nunez, Sigrid",,"=""0593715519""","=""9780593715512""",1,3.59,Riverhead Books,Hardcover,256,2023,2023,2024/10/20,2024/10/19,,,read,,,,1,0
62039254,The Dissident,Paul Goldberg,"Goldberg, Paul",,"=""1250208599""","=""9781250208590""",4,3.70,"Farrar, Straus and Giroux",Hardcover,432,2023,2023,2024/10/18,2024/10/02,,,read,,,,1,0
204640542,Henry V: The Astonishing Triumph of England's Greatest Warrior King,Dan Jones,"Jones, Dan",,"=""0593652738""","=""9780593652732""",4,4.47,Viking,Hardcover,432,2024,2024,2024/10/13,2024/10/03,,,read,,,,1,0
206005257,Word Made Fresh: An Invitation to Poetry for the Church,Abram Van Engen,"Engen, Abram Van",Shane McCrae,"=""0802883605""","=""9780802883605""",5,4.84,Eerdmans,Paperback,312,2024,,2024/10/05,2024/08/06,,,read,,,,1,0
26415,Existentialism from Dostoevsky to Sartre,Walter Kaufmann,"Kaufmann, Walter",,"=""0452009308""","=""9780452009301""",0,4.09,New American Library,Paperback,384,1975,1956,,2024/09/29,to-read,to-read (#210),to-read,,,,1,0
58115548,Dante's Indiana,Randy Boyagoda,"Boyagoda, Randy",,"=""1771964278""","=""9781771964272""",3,3.43,Biblioasis,Paperback,224,2021,,2024/10/02,2024/09/23,,,read,,,,1,0
1694848,Finding Betty Crocker: The Secret Life of America's First Lady of Food,Susan Marks,"Marks, Susan",,"=""0743265017""","=""9780743265010""",4,3.67,Simon & Schuster,Hardcover,288,2005,2005,2024/09/28,2024/09/25,,,read,,,,1,0
50694017,Solzhenitsyn and American Culture: The Russian Soul in the West (The Center for Ethics and Culture Solzhenitsyn Series),David P. Deavel,"Deavel, David P.",Jessica Hooten Wilson,"=""0268108250""","=""9780268108250""",3,3.40,University of Notre Dame Press,Hardcover,392,2020,,2024/09/22,2024/09/03,,,read,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",4,4.22,Bloomsbury,Hardcover,272,2020,2020,2021/09/06,2020/12/31,,,read,,,,2,0
203578905,Hero City: Leningrad 1943–44,Prit Buttar,"Buttar, Prit",,"=""1472856619""","=""9781472856616""",0,4.78,Osprey Publishing,Hardcover,464,2024,2024,,2024/09/14,to-read,to-read (#209),to-read,,,,0,0
55959403,The Slow Road North: How I Found Peace in an Improbable Country,Rosie Schaap,"Schaap, Rosie",,"=""0358097452""","=""9780358097457""",2,3.79,Mariner Books,Hardcover,272,2024,2024,2024/09/14,2024/05/22,,,read,,,,1,0
50970293,The Index of Self-Destructive Acts,Christopher R. Beha,"Beha, Christopher R.",,"=""1947793829""","=""9781947793828""",4,4.07,Tin House Books,Hardcover,520,2020,2020,2024/09/07,2023/01/22,,,read,,,,1,0
61403877,Dune Messiah,Frank Herbert,"Herbert, Frank",,"=""0593548442""","=""9780593548448""",4,3.89,Ace,Hardcover,288,2023,1969,2024/08/29,2024/08/27,,,read,,,,1,0
3910762,Winter: Notes From Montana,Rick Bass,"Bass, Rick",Elizabeth Hughes,"=""0395517419""","=""9780395517413""",4,4.07,Houghton Mifflin,Hardcover,162,1991,1991,2024/08/26,2016/11/06,,,read,,,,1,0
201750794,The Bright Sword,Lev Grossman,"Grossman, Lev",,"=""0735224048""","=""9780735224049""",4,4.01,Viking,Hardcover,673,2024,2024,2024/08/23,2024/08/12,,,read,,,,1,0
205478788,A Day in September: The Battle of Antietam and the World It Left Behind,Stephen Budiansky,"Budiansky, Stephen",,"=""1324035757""","=""9781324035756""",0,4.24,W. W. Norton & Company,Hardcover,304,2024,,,2024/08/22,to-read,to-read (#208),to-read,,,,0,0
32609150,An Experiment in Criticism,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",5,4.20,Harper Collins,ebook,,2013,1961,2024/08/15,2018/07/26,,,read,,,,1,0
2938486,Setting the Table: The Transforming Power of Hospitality in Business,Danny  Meyer,"Meyer, Danny",,"=""0060742763""","=""9780060742768""",4,4.05,Ecco,Hardcover,336,2008,2006,2019/01/18,2018/12/20,,,read,Pretty easy to read for a HAHA ~ *BUSINESS* ~! book. Great example of how personal passions and values don't have be compromised to run a business that is arguably the best at what it does,,,1,0
200725561,"Conversations with Dostoevsky: On God, Russia, Literature, and Life",George Pattison,"Pattison, George",,"=""0198881541""","=""9780198881544""",5,5.00,Oxford University Press,Hardcover,320,2024,,2024/08/11,2024/05/22,,,read,,,,1,0
62951865,Night Watch,Jayne Anne Phillips,"Phillips, Jayne Anne",,"=""0451493338""","=""9780451493330""",2,3.76,Knopf,Hardcover,276,2023,2023,2024/08/11,2024/08/05,,,read,,,,1,0
383618,"The Book of Sorrows (Chauntecleer the Rooster, #2)",Walter Wangerin Jr.,"Jr., Walter Wangerin",,"=""031021081X""","=""9780310210818""",0,4.06,Zondervan,Paperback,339,1996,,,2022/11/06,to-read,to-read (#172),to-read,,,,0,0
28502000,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",Neil Gaiman,"=""1451673310""","=""9781451673319""",4,3.96,Simon & Schuster,Paperback,249,2013,1953,2024/08/05,2024/07/30,,,read,,,,1,0
62039276,"Fancy Bear Goes Phishing: The Dark History of the Information Age, in Five Extraordinary Hacks",Scott J. Shapiro,"Shapiro, Scott J.",,"=""0374601178""","=""9780374601171""",3,3.96,"Farrar, Straus and Giroux",Hardcover,420,2023,2023,2024/08/04,2024/07/23,,,read,,,,1,0
6811283,The City & the City,China Miéville,"Miéville, China",,"=""034549752X""","=""9780345497529""",4,3.90,Ballantine Books,Paperback,329,2010,2009,2024/07/25,2024/07/21,,,read,,,,1,0
210594681,The Last Tsar: The Abdication of Nicholas II and the Fall of the Romanovs,Tsuyoshi Hasegawa,"Hasegawa, Tsuyoshi",,"=""1541606167""","=""9781541606166""",0,3.85,Basic Books,Hardcover,560,2024,2024,,2024/07/23,to-read,to-read (#207),to-read,,,,0,0
128713634,Cold Victory,Karl Marlantes,"Marlantes, Karl",,"=""0802161421""","=""9780802161420""",2,3.77,Grove Press,Hardcover,352,2024,2024,2024/07/23,2024/07/21,,,read,,,,1,0
883438,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0140186395""","=""9780140186390""",5,4.42,Penguin Classics,Paperback,602,1992,1952,2016/08/19,2015/11/16,,,read,,,,2,0
203611441,The Mighty Six-Ninety (690),Alexander Hamilton Cherin,"Cherin, Alexander Hamilton",,"=""""","=""9798989467204""",4,4.21,Alexander Hamilton Cherin,Paperback,172,2024,,2024/07/13,2024/02/16,,,read,,,,1,0
56216937,What God Has to Say about Our Bodies: How the Gospel Is Good News for Our Physical Selves,Sam Allberry,"Allberry, Sam",Paul David Tripp,"=""1433570157""","=""9781433570155""",4,4.27,Crossway,Paperback,208,2021,2021,2024/07/07,2024/04/30,,,read,,,,1,0
195391624,Wide Awake: The Forgotten Force that Elected Lincoln and Spurred the Civil War,Jon Grinspan,"Grinspan, Jon",,"=""1639730648""","=""9781639730643""",4,4.27,Bloomsbury Publishing,Hardcover,352,2024,2024,2024/07/06,2024/06/24,,,read,,,,1,0
830884,Enemies: A Love Story,Isaac Bashevis Singer,"Singer, Isaac Bashevis",,"=""0374515220""","=""9780374515225""",3,3.97,"Farrar, Straus and Giroux",Paperback,280,1988,1966,2024/07/02,2024/06/23,,,read,,,,1,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",4,4.28,Ace,Hardcover,658,2019,1965,2023/09/05,2023/07/12,,,read,,,,2,0
60009498,"Uncommon Measure: A Journey Through Music, Performance, and the Science of Time",Natalie Hodges,"Hodges, Natalie",,"=""1942658974""","=""9781942658979""",3,3.77,Bellevue Literary Press,Paperback,224,2022,2022,2024/06/09,2022/11/25,,,read,,,,1,0
60323152,Where Are Your Boys Tonight?: The Oral History of Emo's Mainstream Explosion 1999-2008,Chris Payne,"Payne, Chris",,"=""0063251280""","=""9780063251281""",3,4.41,Dey Street Books,Hardcover,496,2023,2023,2024/06/02,2024/05/25,,,read,,,,1,0
63251926,"Filthy Rich Politicians: The Swamp Creatures, Latte Liberals, and Ruling-Class Elites Cashing in on America",Matt K. Lewis,"Lewis, Matt K.",,"=""1546004416""","=""9781546004417""",3,3.73,Center Street,Hardcover,256,2023,2023,2024/05/25,2024/05/18,,,read,,,,1,0
183586,The Cruel Sea (Classics of War),Nicholas Monsarrat,"Monsarrat, Nicholas",,"=""1580800467""","=""9781580800464""",5,4.22,Burford Books,Paperback,520,2000,1951,2024/05/24,2024/05/04,,,read,,,,1,0
210363144,Hoof Beats: How Horses Shaped Human History,William T. Taylor,"Taylor, William T.",,"=""0520380673""","=""9780520380677""",0,3.91,University of California Press,Hardcover,360,2024,,,2024/05/22,to-read,to-read (#206),to-read,,,,0,0
544740,The Island: War and Belonging in Auden’s England,Nicholas  Jenkins,"Jenkins, Nicholas",,"=""0674025229""","=""9780674025226""",0,2.75,Belknap Press: An Imprint of Harvard University Press,Hardcover,656,2024,,,2024/05/22,to-read,to-read (#205),to-read,,,,0,0
199593962,"Left for Dead: Shipwreck, Treachery, and Survival at the Edge of the World",Eric Jay Dolin,"Dolin, Eric Jay",,"=""1324093080""","=""9781324093084""",4,3.97,Liveright,Hardcover,320,2024,2024,2024/05/17,2024/02/29,,,read,,,,1,0
181346643,"Charlie Hustle: The Rise and Fall of Pete Rose, and the Last Glory Days of Baseball",Keith O'Brien,"O'Brien, Keith",,"=""0593317378""","=""9780593317372""",4,4.40,Pantheon,Hardcover,440,2024,2024,2024/05/11,2024/05/04,,,read,,,,1,0
60784372,The God of Endings,Jacqueline  Holland,"Holland, Jacqueline",,"=""1250856760""","=""9781250856760""",3,3.81,Flatiron Books,Hardcover,480,2023,2023,2024/05/03,2024/04/17,,,read,,,,1,0
20342617,Just Mercy,Bryan Stevenson,"Stevenson, Bryan",,"=""""","=""""",5,4.63,One World,Paperback,336,2014,2014,2024/05/02,2016/01/12,,,read,,,,1,0
31378962,The Romanovs: 1613-1918,Simon Sebag Montefiore,"Montefiore, Simon Sebag",,"=""0307280519""","=""9780307280510""",4,4.01,Vintage,Paperback,784,2017,2016,2024/04/23,2016/12/17,,,read,,,,1,0
55298323,Fear and Trembling: A New Translation,Søren Kierkegaard,"Kierkegaard, Søren",Bruce H. Kirmmse,"=""1631498312""","=""9781631498312""",4,4.00,Liveright,Hardcover,208,2021,1843,2024/04/21,2024/01/28,,,read,,,,1,0
133938826,Welcome to the Hyunam-Dong Bookshop,Hwang Bo-Reum,"Bo-Reum, Hwang",Shanna Tan,"=""163973242X""","=""9781639732425""",3,3.99,Bloomsbury Publishing,Hardcover,307,2024,2022,2024/04/16,2023/09/01,,,read,,,,1,0
150779006,Who Owns This Sentence? A History of Copyrights and Wrongs,David Bellos,"Bellos, David",Alexandre Montagu,"=""1324073713""","=""9781324073710""",3,3.75,W. W. Norton & Company,Hardcover,384,2024,2024,2024/04/11,2024/03/31,,,read,,,,1,0
940353,The Heart Is a Lonely Hunter,Carson McCullers,"McCullers, Carson",,"=""0679424741""","=""9780679424741""",4,3.99,Modern Library,Hardcover,430,1993,1940,2024/04/10,2024/03/31,,,read,,,,1,0
6656,The Divine Comedy: Inferno - Purgatorio - Paradiso,Dante Alighieri,"Alighieri, Dante","Allen Mandelbaum, Eugenio Montale, Peter Armour, Sandro Botticelli","=""0679433139""","=""9780679433132""",5,4.08,Everyman's Library,Hardcover,798,1995,1320,2022/04/17,2021/09/06,,,read,,,,2,0
174147455,The New York Game: Baseball and the Rise of a New City,Kevin Baker,"Baker, Kevin",,"=""0375421831""","=""9780375421839""",4,4.37,Knopf,Hardcover,528,2024,2024,2024/03/29,2024/02/16,,,read,,,,1,0
65650229,Wellness,Nathan  Hill,"Hill, Nathan",,"=""0593536118""","=""9780593536117""",4,3.99,Knopf,Hardcover,611,2023,2023,2024/03/26,2024/03/15,,,read,,,,1,0
204593674,To Overthrow the World: The Rise and Fall and Rise of Communism,Sean McMeekin,"McMeekin, Sean",,"=""1541601963""","=""9781541601963""",0,4.14,Basic Books,Hardcover,544,2024,2024,,2024/03/21,to-read,to-read (#204),to-read,,,,0,0
173404076,A Nasty Little War: The Western Intervention into the Russian Civil War,Anna Reid,"Reid, Anna",,"=""1541619668""","=""9781541619661""",4,3.90,Basic Books,Hardcover,400,2024,,2024/03/17,2023/10/25,,,read,,,,1,0
198532521,Wolves of Winter,Dan Jones,"Jones, Dan",,"=""0593653793""","=""9780593653791""",4,4.13,Viking,Hardcover,448,2024,2023,2024/03/15,2024/03/08,,,read,,,,1,0
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr","Ronald Hingley, H.T. Willetts, Leopold Labedz, Max Hayward","=""""","=""""",4,3.98,"Farrar, Straus and Giroux",Paperback,182,2005,1962,2019/12/02,2016/06/07,,,read,,,,1,0
6471593,The Satyricon,Petronius,"Petronius, Petronius",P.G. Walsh,"=""0199539219""","=""9780199539215""",3,3.78,Oxford University Press,Paperback,272,2009,60,2024/03/10,2024/03/05,,,read,,,,1,0
61812308,Small Mercies,Dennis Lehane,"Lehane, Dennis",,"=""0062129481""","=""9780062129482""",4,4.29,Harper,Hardcover,303,2023,2023,2024/03/04,2024/03/03,,,read,,,,1,0
62585959,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Michael R. Katz,"=""1631498193""","=""9781631498190""",5,4.38,Liveright,Hardcover,928,2023,1880,2016/02/17,2015/01/05,,,read,,,,3,0
123979534,The Waters,Bonnie Jo Campbell,"Campbell, Bonnie Jo",,"=""0393248437""","=""9780393248432""",4,3.46,W. W. Norton & Company,Hardcover,400,2024,2023,2024/03/02,2024/02/24,,,read,,,,1,0
85323183,Mobility,Lydia Kiesling,"Kiesling, Lydia",,"=""1638930562""","=""9781638930563""",3,3.70,Crooked Media Reads,Hardcover,352,2023,2023,2024/02/24,2024/02/14,,,read,,,,1,0
112974860,How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen,David  Brooks,"Brooks, David",,"=""059323006X""","=""9780593230084""",5,4.11,Random House,Kindle Edition,304,2023,2023,2024/02/09,2024/02/03,,,read,,,,1,0
156346364,Christianity & Liberalism: 100th Anniversary Edition,J. Gresham Machen,"Machen, J. Gresham",Kevin DeYoung,"=""1955859108""","=""9781955859103""",4,4.33,Westminster Seminary Press,Hardcover,224,2023,1922,2023/08/31,2023/08/28,,,read,,,,1,0
123636870,Study for Obedience,Sarah Bernstein,"Bernstein, Sarah",,"=""1039009069""","=""9781039009066""",4,3.03,Knopf Canada,Hardcover,192,2023,2023,2024/02/01,2024/01/29,,,read,,,,1,0
42875266,Christian Worldview,Herman Bavinck,"Bavinck, Herman",Nathaniel Gray Sutanto,"=""1433563193""","=""9781433563195""",4,4.32,Crossway,Hardcover,144,2019,2009,2024/01/29,2024/01/22,,,read,,,,1,0
61884929,Western Alliances,Wilton Barnhardt,"Barnhardt, Wilton",,"=""1250090008""","=""9781250090003""",2,2.99,St. Martin's Press,Hardcover,400,2023,2023,2024/01/27,2024/01/19,,,read,,,,1,0
65213190,"Into Siberia: George Kennan's Epic Journey Through the Brutal, Frozen Heart of Russia",Gregory J. Wallance,"Wallance, Gregory J.",,"=""1250280052""","=""9781250280053""",4,3.99,St. Martin's Press,Hardcover,304,2023,,2024/01/20,2024/01/13,,,read,,,,1,0
60177466,Age of Vice,Deepti Kapoor,"Kapoor, Deepti",,"=""0593328795""","=""9780593328798""",2,3.61,Riverhead,Hardcover,544,2023,2023,2024/01/18,2024/01/13,,,read,,,,1,0
65214755,Zero at the Bone: Fifty Entries Against Despair,Christian Wiman,"Wiman, Christian",,"=""0374603456""","=""9780374603458""",5,4.17,"Farrar, Straus and Giroux",Hardcover,320,2023,,2024/01/13,2024/01/01,,,read,,,,1,0
240264,Plays 1: The Beauty Queen of Leenane / A Skull in Connemara / The Lonesome West,Martin McDonagh,"McDonagh, Martin",,"=""0413713504""","=""9780413713506""",4,4.23,Methuen Drama,Paperback,224,2009,1998,2024/01/11,2024/01/07,,,read,,,,1,0
254308,Oblomov,Ivan Goncharov,"Goncharov, Ivan","Galya Diment, Stephen Pearl","=""1933480092""","=""9781933480091""",0,4.13,Bunim & Bannigan Ltd,Paperback,586,2006,1859,,2022/11/08,to-read,to-read (#176),to-read,,,,0,0
25350,"Out of the Silent Planet (The Space Trilogy, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0007157150""","=""9780007157150""",3,3.93,HarperCollins,Paperback,160,2005,1938,2024/01/04,2024/01/01,,,read,,,,1,0
61871773,Tudor Children,Nicholas Orme,"Orme, Nicholas",,"=""0300267967""","=""9780300267969""",4,3.91,Yale University Press,Hardcover,288,2023,,2023/12/29,2023/12/26,,,read,,,,1,0
14291898,Church History in Plain Language,Bruce L. Shelley,"Shelley, Bruce L.",,"=""1401676316""","=""9781401676315""",4,4.11,Thomas Nelson Publishers,Paperback,560,2012,1982,2016/03/23,2015/11/29,,,read,,,,2,0
63945340,Terrace Story,Hilary Leichter,"Leichter, Hilary",,"=""0063265818""","=""9780063265813""",5,3.56,Ecco,Hardcover,208,2023,2023,2023/12/27,2023/12/27,,,read,,,,1,0
61089464,Ghost Season,Fatin Abbas,"Abbas, Fatin",,"=""1324001747""","=""9781324001744""",4,4.05,W. W. Norton & Company,Hardcover,320,2023,2023,2023/12/26,2023/12/24,,,read,,,,1,0
42504813,"The Mirage Factory: Illusion, Imagination, and the Invention of Los Angeles",Gary Krist,"Krist, Gary",,"=""0451496396""","=""9780451496393""",4,4.14,Crown,Paperback,432,2019,2018,2023/12/25,2018/12/25,,,read,,,,1,0
5787,The Aleph and Other Stories,Jorge Luis Borges,"Borges, Jorge Luis",Andrew Hurley,"=""0142437883""","=""9780142437889""",4,4.33,Penguin Classics,Paperback,210,2004,1945,2023/12/23,2023/12/17,,,read,,,,1,0
15850938,Great Expectations (Penguin Drop Caps),Charles Dickens,"Dickens, Charles",Jessica Hische,"=""0143123793""","=""9780143123798""",3,3.79,Penguin Books,Hardcover,580,2012,1861,2023/12/17,2017/09/26,,,read,,,,1,0
142030423,How to Build a Boat,Elaine Feeney,"Feeney, Elaine",,"=""177196586X""","=""9781771965866""",2,3.77,Biblioasis,Kindle Edition,274,2023,2023,2023/12/06,2023/12/04,,,read,,,,1,0
45358677,Lectures on Dostoevsky,Joseph Frank,"Frank, Joseph","Robin Feuer Miller, Marina Brodskaya, Marguerite Frank","=""0691178968""","=""9780691178967""",5,4.45,Princeton University Press,Hardcover,252,2019,,2023/12/01,2022/02/02,,,read,,,,1,0
57502604,1984,George Orwell,"Orwell, George",Erich Fromm,"=""""","=""""",4,4.19,Signet Classic,Mass Market Paperback,328,1961,1949,2023/11/24,2020/12/27,,,read,,,,1,0
63241104,Tom Lake,Ann Patchett,"Patchett, Ann",,"=""006332752X""","=""9780063327528""",5,3.96,Harper,Hardcover,309,2023,2023,2023/11/15,2023/11/07,,,read,,,,1,0
54860444,Wanting: The Power of Mimetic Desire in Everyday Life,Luke Burgis,"Burgis, Luke",,"=""1250262488""","=""9781250262486""",3,3.81,St. Martin's Press,Hardcover,304,2021,2021,2023/11/10,2022/12/17,,,read,,,,1,0
19847968,The Spy Who Came in from the Cold,John Le Carré,"Carré, John Le",,"=""""","=""""",5,4.08,Penguin Books,Kindle Edition,213,2012,1963,2023/11/06,2022/07/06,,,read,,,,1,0
26027451,The Tenant of Wildfell Hall,Anne Brontë,"Brontë, Anne",Stevie Davies,"=""024119895X""","=""9780241198957""",4,4.02,Penguin Classics,Hardcover,576,2016,1848,2023/10/11,2023/10/02,,,read,,,,1,0
32810811,Stanton: Lincoln's Staunch Secretary of War,Walter Stahr,"Stahr, Walter",,"=""1476739307""","=""9781476739304""",4,4.15,Simon & Schuster,Hardcover,480,2017,2017,2023/11/01,2017/12/27,,,read,,,,1,0
3692,The Heart of the Matter,Graham Greene,"Greene, Graham",,"=""0099478420""","=""9780099478423""",4,3.97,Vintage Classics,Paperback,272,2004,1948,2023/10/28,2017/09/26,,,read,,,,1,0
59808056,The Story of Russia,Orlando Figes,"Figes, Orlando",,"=""125079689X""","=""9781250796899""",4,4.25,Metropolitan Books,Hardcover,368,2022,2022,2023/10/22,2022/09/16,,,read,,,,1,0
34466883,Something Wicked This Way Comes,Ray Bradbury,"Bradbury, Ray",,"=""1501167715""","=""9781501167713""",4,3.90,Simon & Schuster,Paperback,337,2017,1962,2020/04/16,2020/03/08,,,read,,,,1,0
45894060,Sounds Like Titanic: A Memoir,Jessica Chiccehitto Hindman,"Hindman, Jessica Chiccehitto",,"=""0393357732""","=""9780393357738""",0,3.88,W. W. Norton & Company,Paperback,272,2020,2019,,2023/10/15,to-read,to-read (#203),to-read,,,,0,0
54616040,The Constitution of Knowledge: A Defense of Truth,Jonathan Rauch,"Rauch, Jonathan",,"=""0815738862""","=""9780815738862""",3,4.25,Brookings Institution Press,Hardcover,318,2021,2021,2023/10/14,2021/07/16,,,read,,,,1,0
23526522,"The Fellowship: The Literary Lives of the Inklings: J.R.R. Tolkien, C.S. Lewis, Owen Barfield, Charles Williams",Philip Zaleski,"Zaleski, Philip",Carol Zaleski,"=""0374713790""","=""9780374713799""",4,4.08,"Farrar, Straus and Giroux",Kindle Edition,656,2015,2015,2023/10/06,2015/12/26,,,read,,,,1,0
66086834,The Fraud,Zadie Smith,"Smith, Zadie",,"=""0525558969""","=""9780525558965""",3,3.29,Penguin Press,Hardcover,464,2023,2023,2023/10/01,2023/09/25,,,read,,,,1,0
