Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
49127718,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""198216963X""","=""9781982169633""",4,4.17,Atria Publishing,Hardcover,336,2019,2019,2020/10/10,2020/10/01,,,read,,,,1,0
48595550,The Death of Vivek Oji,Akwaeke Emezi,"Emezi, Akwaeke",,"=""0525541608""","=""9780525541608""",1,4.13,Riverhead Books,Hardcover,248,2020,2020,2020/10/01,2020/09/27,,,read,,,,1,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""""","=""""",4,4.31,Penguin Classics,Paperback,1276,2003,1846,2020/09/26,2015/04/17,,,read,,,,1,0
34689759,Gone With the Wind,Margaret Mitchell,"Mitchell, Margaret",Pat Conroy,"=""1451635621""","=""9781451635621""",4,4.31,Scribner,Paperback,959,2011,1936,2020/09/12,2020/02/14,,,read,,,,1,0
114809,The Death of Adam: Essays on Modern Thought,Marilynne Robinson,"Robinson, Marilynne",,"=""0312425325""","=""9780312425326""",3,4.10,Picador,Paperback,263,2005,1998,2020/09/20,2015/12/25,,,read,,,,1,0
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Leon Trotsky, Samuel Moore, Erkin Özalp, Amanda Lee, Antonio Carlos Braga, Aldrin Alexander Evies, Oqtay Eloğlu","=""0140447571""","=""9780140447576""",0,3.66,Penguin Books,Paperback,288,2002,1848,,2020/09/19,to-read,to-read (#82),to-read,,,,0,0
683078,Shadow and Act,Ralph Ellison,"Ellison, Ralph",,"=""0679760008""","=""9780679760009""",4,4.11,Knopf Doubleday Publishing Group,Paperback,352,1995,1960,2020/09/06,2020/06/28,,,read,,,,1,0
178680,Slavery and Social Death: A Comparative Study,Orlando Patterson,"Patterson, Orlando",,"=""067481083X""","=""9780674810839""",0,4.31,Harvard University Press,Paperback,511,1985,1982,,2020/09/03,to-read,to-read (#81),to-read,,,,0,0
3040,Black Rednecks and White Liberals,Thomas Sowell,"Sowell, Thomas",,"=""1594030863""","=""9781594030864""",0,4.37,Encounter Books,Hardcover,372,2005,2005,,2020/09/03,to-read,to-read (#80),to-read,,,,0,0
6660863,Dostoevsky: An Interpretation,Nikolai Berdyaev,"Berdyaev, Nikolai","Donald Attwater, Boris Jakim","=""1597312614""","=""9781597312615""",4,4.12,Sophia Perennis,Paperback,242,2023,1923,2020/08/22,2020/07/07,,,read,,,,1,0
51458186,Compassion (&) Conviction: The AND Campaign's Guide to Faithful Civic Engagement,Justin Giboney,"Giboney, Justin","Michael Wear, Chris Butler, Barbara Williams-Skinner","=""083084810X""","=""9780830848102""",4,4.32,IVP,Hardcover,147,2020,2020,2020/08/20,2020/08/02,,,read,,,,1,0
13641972,The Orphan Master's Son,Adam  Johnson,"Johnson, Adam",,"=""""","=""""",3,4.07,Random House,Paperback,443,2012,2012,2020/08/11,2015/12/01,,,read,,,,1,0
14849413,The Beautiful Music All Around Us: Field Recordings and the American Experience (Music in American Life),Stephen Wade,"Wade, Stephen",,"=""0252036883""","=""9780252036880""",4,4.59,University of Illinois Press,Hardcover,504,2012,2012,2020/08/09,2016/03/01,,,read,,,,1,0
42248502,J-Curve: Dying and Rising with Jesus in Everyday Life,Paul E. Miller,"Miller, Paul E.",,"=""1433561565""","=""9781433561566""",3,4.28,Crossway,Paperback,336,2019,,2020/08/02,2020/06/16,,,read,,,,1,0
18626849,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""""","=""""",4,4.26,Vintage,Kindle Edition,285,2010,2002,2020/07/31,2020/07/23,,,read,,,,1,0
8171378,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0679444327""","=""9780679444329""",5,4.47,Random House,Hardcover,622,2010,2010,2020/07/25,2020/06/16,,,read,,,,1,0
46168,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",,"=""0684800713""","=""9780684800714""",3,3.79,Scribner,Paperback,251,2003,1926,2020/07/22,2015/07/20,,,read,,,,1,0
10979,Light in August,William Faulkner,"Faulkner, William","Joseph Blotner, Noel Polk","=""0679732268""","=""9780679732266""",4,3.94,Vintage,Paperback,507,1990,1932,2016/11/02,2016/10/22,,,read,,,,1,0
50700472,On Nostalgia (Exploded Views),David      Berry,"Berry, David",,"=""1552454061""","=""9781552454060""",0,3.52,Coach House Books,Paperback,157,2020,2020,,2020/07/14,to-read,to-read (#79),to-read,,,,0,0
42270835,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",4,4.26,Doubleday,Kindle Edition,213,2019,2019,2020/07/11,2019/12/09,,,read,,,,1,0
50762115,Desert Notebooks: A Road Map for the End of Time,Ben Ehrenreich,"Ehrenreich, Ben",,"=""1640093532""","=""9781640093539""",0,3.51,Counterpoint Press,Hardcover,336,2020,2020,,2020/07/10,to-read,to-read (#78),to-read,,,,0,0
45013049,Antkind,Charlie Kaufman,"Kaufman, Charlie",,"=""""","=""""",0,3.71,Fourth Estate,Kindle Edition,720,2020,2020,,2020/07/07,to-read,to-read (#77),to-read,,,,0,0
119075,Dead Souls,Nikolai Gogol,"Gogol, Nikolai","Bernard Guilbert Guerney, Susanne Fusso","=""0300060998""","=""9780300060997""",4,3.98,Yale University Press,Paperback,304,1996,1842,2016/04/21,2015/09/21,,,read,"Definitely a break from the usual monstrosity that is the Russian novel. Dead Souls is funny, sarcastic, and a little cynical. Overall I enjoyed it, but it did drag towards the end and it took me way longer to finish than I thought it would. ",,,2,0
18490609,Lost for Words,Edward St. Aubyn,"Aubyn, Edward St.",,"=""0374280290""","=""9780374280291""",2,3.28,"Farrar, Straus and Giroux",Hardcover,262,2014,2014,2020/07/03,2015/12/26,,,read,,,,1,0
36373576,Survival Math: Notes on an All-American Family,Mitchell S. Jackson,"Jackson, Mitchell S.",,"=""1501131702""","=""9781501131707""",0,3.76,Scribner,Hardcover,336,2019,2019,,2020/06/28,to-read,to-read (#76),to-read,,,,0,0
30194281,Writing to Save a Life: The Louis Till File,John Edgar Wideman,"Wideman, John Edgar",,"=""1501147307""","=""9781501147302""",0,3.39,Scribner,Kindle Edition,209,2016,2016,,2020/06/28,to-read,to-read (#75),to-read,,,,0,0
14451357,Racecraft: The Soul of Inequality in American Life,Karen E. Fields,"Fields, Karen E.",Barbara J. Fields,"=""1844679942""","=""9781844679942""",0,4.16,Verso,Hardcover,310,2012,2012,,2020/06/28,to-read,to-read (#74),to-read,,,,0,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",5,3.99,Alfred A. Knopf,Hardcover,241,2006,2006,2020/06/24,2020/06/21,,,read,,,,1,0
51799,The Decameron,Giovanni Boccaccio,"Boccaccio, Giovanni",G.H. McWilliam,"=""0140449302""","=""9780140449303""",0,3.88,Penguin Books,Paperback,909,2003,1349,,2020/06/22,to-read,to-read (#73),to-read,,,,0,0
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",0,4.18,Picador USA,Paperback,639,2001,2000,,2020/06/21,to-read,to-read (#72),to-read,,,,0,0
187020,Empire Falls,Richard Russo,"Russo, Richard",,"=""0375726403""","=""9780375726408""",0,3.94,Vintage Books,Paperback,483,2002,2001,,2020/06/21,to-read,to-read (#71),to-read,,,,0,0
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312422156""","=""9780312422158""",0,4.04,Picador USA,Paperback,529,2002,2002,,2020/06/21,to-read,to-read (#70),to-read,,,,0,0
67,The Known World,Edward P. Jones,"Jones, Edward P.",,"=""0061159174""","=""9780061159176""",0,3.84,Amistad,Paperback,388,2006,2003,,2020/06/21,to-read,to-read (#69),to-read,,,,1,0
13529,March,Geraldine Brooks,"Brooks, Geraldine",,"=""""","=""""",0,3.81,Penguin,Paperback,280,2006,2005,,2020/06/21,to-read,to-read (#68),to-read,,,,0,0
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Díaz, Junot",,"=""1594489580""","=""9781594489587""",0,3.89,Riverhead Books,Hardcover,335,2007,2007,,2020/06/21,to-read,to-read (#67),to-read,,,,0,0
1736739,"Olive Kitteridge (Olive Kitteridge, #1)",Elizabeth Strout,"Strout, Elizabeth",,"=""""","=""""",0,3.86,Random House,Hardcover,270,2008,2008,,2020/06/21,to-read,to-read (#66),to-read,,,,0,0
4957350,Tinkers,Paul Harding,"Harding, Paul",,"=""1934137197""","=""9781934137192""",0,3.41,Bellevue Literary Press,Hardcover,192,2009,2009,,2020/06/21,to-read,to-read (#65),to-read,,,,0,0
7331435,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""0307592839""","=""9780307592835""",0,3.70,Knopf,Hardcover,274,2010,2010,,2020/06/21,to-read,to-read (#64),to-read,,,,0,0
39927096,"Less (Arthur Less, #1)",Andrew Sean Greer,"Greer, Andrew Sean",,"=""""","=""""",0,3.63,Lee Boudreaux Books,Kindle Edition,273,2017,2017,,2020/06/21,to-read,to-read (#63),to-read,,,,0,0
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",0,4.12,W.W. Norton & Company,Paperback,502,2019,2018,,2020/06/21,to-read,to-read (#62),to-read,,,,0,0
12914,The Aeneid,Virgil,"Virgil, Virgil","Robert Fitzgerald, David   West","=""0679729526""","=""9780679729525""",0,3.87,Vintage,Paperback,442,1990,-19,,2020/06/20,to-read,to-read (#61),to-read,,,,0,0
28348,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""""","=""""",5,4.28,Vintage Classics,Paperback,564,1993,1866,2015/03/24,2015/01/19,,,read,,,,2,0
39089121,Talk on the Wild Side: Why Language Can't Be Tamed,Lane Greene,"Greene, Lane",The Economist,"=""1610398335""","=""9781610398336""",3,3.99,The Economist,Hardcover,240,2018,,2020/06/03,2018/12/12,,,read,,,,1,0
38915761,The Color of Compromise: The Truth about the American Church’s Complicity in Racism,Jemar Tisby,"Tisby, Jemar",Lecrae Moore,"=""0310597269""","=""9780310597261""",4,4.49,Zondervan,Hardcover,256,2019,2019,2020/06/14,2020/06/03,,,read,,,,1,0
40909438,"Stony the Road: Reconstruction, White Supremacy, and the Rise of Jim Crow",Henry Louis Gates Jr.,"Jr., Henry Louis Gates",,"=""0525559531""","=""9780525559535""",0,4.16,Penguin Press,Hardcover,296,2019,2019,,2020/06/08,to-read,to-read (#60),to-read,,,,0,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",4,4.20,Chelsea Green Publishing,Paperback,218,2008,2008,2020/05/23,2020/04/09,,,read,,,,1,0
46212116,Broken and Beloved: How Jesus Loves Us into Wholeness,Sammy Rhodes,"Rhodes, Sammy",Scott Sauls,"=""1684510023""","=""9781684510023""",4,4.37,Salem Books,Paperback,208,2020,,2020/05/19,2020/04/22,,,read,,,,1,0
25817446,The Arm: Inside the Billion-Dollar Mystery of the Most Valuable Commodity in Sports,Jeff Passan,"Passan, Jeff",,"=""0062400363""","=""9780062400369""",4,4.20,Harper,Hardcover,376,2016,2016,2020/05/14,2019/12/23,,,read,,,,1,0
322665,Veeck As In Wreck: The Autobiography of Bill Veeck,Bill Veeck,"Veeck, Bill",Ed Linn,"=""0226852180""","=""9780226852188""",0,4.12,University of Chicago Press,Paperback,400,2001,1962,,2020/04/29,to-read,to-read (#59),to-read,,,,0,0
26792284,The Only Rule Is It Has to Work: Our Wild Experiment Building a New Kind of Baseball Team,Ben Lindbergh,"Lindbergh, Ben",Sam Miller,"=""1627795642""","=""9781627795647""",4,4.24,Henry Holt and Co.,Hardcover,368,2016,2016,2020/04/29,2019/12/23,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",4,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,2020/04/27,2020/04/17,,,read,,,,1,0
43822820,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,"Jewell, Lisa",,"=""1501190105""","=""9781501190100""",0,3.96,Atria Books,Hardcover,340,2019,2019,,2020/04/23,to-read,to-read (#58),to-read,,,,0,0
43981238,On the Road with Saint Augustine: A Real-World Spirituality for Restless Hearts,James K.A. Smith,"Smith, James K.A.",,"=""1587433893""","=""9781587433894""",5,4.27,Brazos Press,Hardcover,240,2019,2019,2020/04/12,2020/03/22,,,read,,,,1,0
45303387,An Elegant Puzzle: Systems of Engineering Management,Will Larson,"Larson, Will",,"=""1953953336""","=""9781953953339""",3,4.10,Stripe Press,Kindle Edition,289,2019,2019,2020/04/09,2019/11/15,,,read,,,,1,0
51312349,The Wax Pack: On the Open Road in Search of Baseball’s Afterlife,Brad Balukjian,"Balukjian, Brad",,"=""1496218744""","=""9781496218742""",0,4.00,University of Nebraska Press,Hardcover,259,2020,2020,,2020/04/06,to-read,to-read (#57),to-read,,,,0,0
45754981,The Glass Hotel,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0525521143""","=""9780525521143""",5,3.69,Alfred A. Knopf,Hardcover,307,2020,2020,2020/04/01,2020/02/25,,,read,,,,1,0
45892265,The Cactus League,Emily Nemens,"Nemens, Emily",,"=""0374117942""","=""9780374117948""",3,3.43,"Farrar, Straus and Giroux",Hardcover,275,2020,2020,2020/03/27,2020/02/08,,,read,,,,1,0
18596375,Made for More: An Invitation to Live in God's Image,Hannah Anderson,"Anderson, Hannah",,"=""0802410324""","=""9780802410320""",0,4.18,Moody Publishers,Paperback,176,2014,2014,,2020/03/22,to-read,to-read (#56),to-read,,,,0,0
38141077,All That's Good: Recovering the Lost Art of Discernment,Hannah Anderson,"Anderson, Hannah",,"=""0802418554""","=""9780802418555""",4,4.26,Moody Publishers,Paperback,215,2018,2018,2020/03/22,2020/02/10,,,read,,,,1,0
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",2,4.37,Pearson,Paperback,464,2008,2007,2020/03/21,2019/11/18,,,read,,,,1,0
29011837,The Minotaur Takes His Own Sweet Time,Steven Sherrill,"Sherrill, Steven",,"=""0895876736""","=""9780895876737""",2,3.86,Blair,Hardcover,288,2016,2016,2020/03/18,2016/08/31,,,read,,,,1,0
45835970,The Resisters,Gish Jen,"Jen, Gish",,"=""1984898221""","=""9781984898227""",0,3.59,Vintage,Paperback,301,2020,2020,,2020/03/16,to-read,to-read (#55),to-read,,,,0,0
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""""","=""""",4,4.05,Penguin Books,Paperback,474,2003,1815,2020/02/23,2020/01/05,,,read,,,,1,0
51125405,Gods of Jade and Shadow,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""0525620753""","=""9780525620754""",2,3.89,Del Rey,Hardcover,341,2019,2019,2019/09/03,2019/08/24,,,read,,,,1,0
45553638,Tightrope: Americans Reaching for Hope,Nicholas D. Kristof,"Kristof, Nicholas D.",Sheryl WuDunn,"=""0525655085""","=""9780525655084""",3,4.27,Knopf,Hardcover,304,2020,2020,2020/02/09,2020/01/11,,,read,,,,1,0
11138,Mere Christianity,C.S. Lewis,"Lewis, C.S.",,"=""0684823780""","=""9780684823782""",5,4.36,Touchstone Books,Paperback,191,1996,1952,2020/02/08,2020/01/02,,,read,,,,1,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",4,4.17,Ballantine Books,Hardcover,326,2019,2019,2020/02/01,2020/01/11,,,read,,,,1,0
3872,A History of the World in 6 Glasses,Tom Standage,"Standage, Tom",,"=""0802715524""","=""9780802715524""",3,3.80,Bloomsbury,Paperback,336,2006,2005,2020/01/24,2020/01/09,,,read,,,,1,0
12474382,The Eternal Husband and Other Stories,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0812983378""","=""9780812983371""",4,4.15,Modern Library,Paperback,368,2012,1890,2020/01/05,2019/12/26,,,read,,,,1,0
12585,The Optimist's Daughter,Eudora Welty,"Welty, Eudora",,"=""037550835X""","=""9780375508356""",0,3.52,Random House,Hardcover,180,2002,1972,,2019/12/28,to-read,to-read (#54),to-read,,,,0,0
31951323,How to Behave in a Crowd,Camille Bordas,"Bordas, Camille",,"=""0451497546""","=""9780451497543""",0,3.87,Tim Duggan Books,Hardcover,319,2017,2017,,2019/12/25,to-read,to-read (#53),to-read,,,,0,0
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",0,3.86,Tor Books,Paperback,1006,2006,2004,,2019/12/25,to-read,to-read (#52),to-read,,,,0,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",0,3.81,Crown,Hardcover,273,2019,2018,,2019/12/25,to-read,to-read (#51),to-read,,,,0,0
42983957,The Mosquito: A Human History of Our Deadliest Predator,Timothy C. Winegard,"Winegard, Timothy C.",,"=""0735235791""","=""9780735235793""",0,3.65,Dutton,Hardcover,496,2019,2019,,2019/12/25,to-read,to-read (#49),to-read,,,,0,0
870456,Delta Wedding,Eudora Welty,"Welty, Eudora",,"=""0156252805""","=""9780156252805""",3,3.60,Mariner Books Classics,Paperback,336,1979,1946,2019/12/25,2019/09/29,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,2019/12/24,2019/12/19,,,read,,,,1,0
1578150,Dollar Sign on the Muscle: The World of Baseball Scouting,Kevin Kerrane,"Kerrane, Kevin",,"=""080327789X""","=""9780803277892""",0,4.04,Bison Books,Paperback,360,1999,1984,,2019/12/23,to-read,to-read (#48),to-read,,,,0,0
41252565,The Common Rule: Habits of Purpose for an Age of Distraction,Justin Whitmel Earley,"Earley, Justin Whitmel",,"=""0830845607""","=""9780830845606""",4,4.32,IVP,Paperback,204,2019,2019,2019/12/21,2019/11/19,,,read,,,,1,0
18775418,"Do Not Sell at Any Price: The Wild, Obsessive Hunt for the World's Rarest 78rpm Records",Amanda Petrusich,"Petrusich, Amanda",,"=""1451667051""","=""9781451667059""",5,4.02,Scribner,Hardcover,260,2014,2014,2019/12/18,2016/01/25,,,read,,,,1,0
40147915,Where Reasons End,Yiyun Li,"Li, Yiyun",,"=""198481737X""","=""9781984817372""",0,3.76,Random House,Hardcover,170,2019,2019,,2019/12/18,to-read,to-read (#47),to-read,,,,0,0
22529221,We Are Pirates,Daniel Handler,"Handler, Daniel",,"=""1608196887""","=""9781608196883""",2,2.88,Bloomsbury USA,Hardcover,269,2015,2015,2019/12/14,2015/12/08,,,read,,,,1,0
206954,Russia Under the Old Regime,Richard Pipes,"Pipes, Richard",,"=""0140247688""","=""9780140247688""",4,4.05,Penguin Books,Paperback,361,1997,1974,2019/12/12,2019/11/26,,,read,,,,1,0
13369533,The Old Ways: A Journey on Foot,Robert Macfarlane,"Macfarlane, Robert",,"=""0241143810""","=""9780241143810""",0,4.13,Hamish Hamilton,Hardcover,433,2012,2012,,2019/12/09,to-read,to-read (#46),to-read,,,,0,0
41817481,Underland: A Deep Time Journey,Robert Macfarlane,"Macfarlane, Robert",,"=""0393242145""","=""9780393242140""",0,4.22,W.W. Norton & Company,Hardcover,496,2019,2019,,2019/12/09,to-read,to-read (#45),to-read,,,,0,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",4,4.47,Scholastic Inc,Hardcover,309,2003,1997,2019/12/08,2019/12/04,,,read,,,,1,0
5698,The Double and The Gambler,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0375719016""","=""9780375719011""",4,4.13,Vintage Classics,Paperback,344,2007,1846,2019/11/28,2019/11/12,,,read,,,,1,0
17982356,"Holiness: Its Nature, Hindrances, Difficulties, and Roots",J.C. Ryle,"Ryle, J.C.",,"=""0852341369""","=""9780852341360""",0,4.37,EP Books,Paperback,324,1995,1877,,2019/04/07,to-read,to-read (#44),to-read,,,,0,0
133486,Nicholas and Alexandra: The Classic Account of the Fall of the Romanov Dynasty,Robert K. Massie,"Massie, Robert K.",,"=""0345438310""","=""9780345438317""",0,4.23,Random House Trade Paperbacks,Paperback,640,2000,1967,,2019/11/24,to-read,to-read (#43),to-read,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2019/11/21,to-read,to-read (#42),to-read,,,,0,0
13700537,What's Best Next: How the Gospel Transforms the Way You Get Things Done,Matt Perman,"Perman, Matt",John      Piper,"=""0310494222""","=""9780310494225""",0,4.17,Zondervan,Hardcover,352,2014,2014,,2019/11/19,to-read,to-read (#41),to-read,,,,0,0
6763627,The Possessed: Adventures With Russian Books and the People Who Read Them,Elif Batuman,"Batuman, Elif",,"=""0374532184""","=""9780374532185""",2,3.72,"Farrar, Straus and Giroux",Paperback,296,2010,2010,2019/11/12,2016/01/01,,,read,,,,1,0
18077843,Where Nobody Knows Your Name: Life In the Minor Leagues of Baseball,John Feinstein,"Feinstein, John",,"=""0385535937""","=""9780385535939""",0,3.86,Doubleday,Hardcover,368,2014,2014,,2019/11/10,to-read,to-read (#40),to-read,,,,0,0
251665,Hotel du Lac,Anita Brookner,"Brookner, Anita",,"=""0679759328""","=""9780679759324""",3,3.60,Vintage Books,Paperback,184,1995,1984,2019/11/10,2016/01/29,,,read,,,,1,0
45362865,Programming TypeScript: Making Your JavaScript Applications Scale,Boris Cherny,"Cherny, Boris",,"=""1492037613""","=""9781492037613""",4,4.16,O'Reilly Media,Kindle Edition,393,2019,2019,2019/11/09,2019/10/04,,,read,,,,1,0
43884200,Nothing to See Here,Kevin Wilson,"Wilson, Kevin",,"=""0062913468""","=""9780062913463""",3,3.96,Ecco,Hardcover,254,2019,2019,2019/11/03,2019/10/01,,,read,,,,1,0
40595559,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Richard Pevear, Larissa Volokhonsky","=""0141180145""","=""9780141180144""",5,4.29,Penguin Books,Paperback,412,2001,1967,2019/10/31,2019/10/13,,,read,,,,1,0
113205,Heart of a Dog,Mikhail Bulgakov,"Bulgakov, Mikhail","Mirra Ginsburg, Michail Bulgakov","=""0802150594""","=""9780802150592""",0,4.09,Grove Press,Paperback,123,1994,1925,,2019/10/30,to-read,to-read (#39),to-read,,,,0,0
34122208,Dark Tales,Shirley Jackson,"Jackson, Shirley",Ottessa Moshfegh,"=""0143132008""","=""9780143132004""",4,4.01,Penguin Classics,Paperback,208,2017,2016,2019/10/12,2019/10/05,,,read,,,,1,0
22466714,The Dead Mountaineer's Inn,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Josh Billings, Jeff VanderMeer","=""161219432X""","=""9781612194325""",3,3.81,Melville House,Paperback,256,2015,1970,2019/10/02,2015/12/08,,,read,,,,1,0
801675,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Siv Jansson,"=""""","=""""",4,3.88,Wordsworth Editions,Paperback,201,1999,1818,2019/09/28,2015/07/20,,,read,,,,1,0
26144878,Amends,Eve Tushnet,"Tushnet, Eve",,"=""""","=""""",4,4.13,CreateSpace Independent Publishing Platform,Kindle Edition,330,2015,2015,2019/09/17,2015/12/25,,,read,,,,1,0
37766354,Astroball: The New Way to Win It All,Ben Reiter,"Reiter, Ben",,"=""0525576665""","=""9780525576662""",4,4.20,Crown,Kindle Edition,261,2018,,2019/09/01,2019/07/24,,,read,,,,1,0
379138,All the King's Men,Robert Penn Warren,"Warren, Robert Penn",Noel Polk,"=""0156012952""","=""9780156012959""",5,4.09,Harcourt / Harvest,Paperback,656,2002,1946,2019/08/31,2019/06/21,,,read,,,,1,0
39286958,Measure What Matters,John Doerr,"Doerr, John",,"=""""","=""""",3,3.98,Penguin,Kindle Edition,299,2018,2017,2019/08/21,2019/01/06,,,read,,,,1,0
43263696,Dominicana,Angie Cruz,"Cruz, Angie",,"=""125020593X""","=""9781250205933""",4,4.11,Flatiron Books,Hardcover,323,2019,2019,2019/08/21,2019/08/18,,,read,,,,1,0
33512527,Till We Have Faces: A Myth Retold,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",5,4.19,HarperOne,Kindle Edition,356,2017,1956,2016/07/02,2015/01/26,,,read,,,,2,0
24612118,Fates and Furies,Lauren Groff,"Groff, Lauren",,"=""1594634475""","=""9781594634475""",1,3.59,Riverhead Books,Hardcover,390,2015,2015,2019/08/04,2015/12/16,,,read,,,,1,0
40634915,Gingerbread,Helen Oyeyemi,"Oyeyemi, Helen",,"=""1984882899""","=""9781984882899""",0,3.05,Random House Large Print,Paperback,372,2019,2019,,2019/07/29,to-read,to-read (#38),to-read,,,,0,0
40308310,Bangkok Wakes to Rain,Pitchaya Sudbanthad,"Sudbanthad, Pitchaya",,"=""0525534768""","=""9780525534761""",0,3.59,Riverhead Books,Hardcover,368,2019,2019,,2019/07/29,to-read,to-read (#37),to-read,,,,0,0
1221923,Baseball Scorekeeping: A Practical Guide to the Rules,Andres Wirkmaa,"Wirkmaa, Andres",,"=""0786414480""","=""9780786414482""",4,3.94,McFarland & Company,Paperback,278,2003,2003,2019/07/25,2019/07/05,,,read,,,,1,0
327864,"The Impending Crisis: America Before the Civil War, 1848-1861",David Morris Potter,"Potter, David Morris",Don E. Fehrenbacher,"=""0061319295""","=""9780061319297""",0,4.18,Harper Perennial,Paperback,638,2011,1976,,2019/07/14,to-read,to-read (#36),to-read,,,,0,0
473454,"Taming Democracy: ""The People,"" the Founders, and the Troubled Ending of the American Revolution",Terry Bouton,"Bouton, Terry",,"=""0195306651""","=""9780195306651""",0,3.83,Oxford University Press,Hardcover,344,2007,2007,,2019/07/14,to-read,to-read (#35),to-read,,,,0,0
28757817,"American Revolutions: A Continental History, 1750-1804",Alan Taylor,"Taylor, Alan",,"=""0393082814""","=""9780393082814""",0,4.27,W. W. Norton & Company,Hardcover,736,2016,2016,,2019/07/14,to-read,to-read (#34),to-read,,,,0,0
28449270,Today Will Be Different,Maria Semple,"Semple, Maria",,"=""0316467065""","=""9780316403436""",3,3.16,"Little, Brown and Company",Hardcover,259,2016,2016,2019/07/14,2016/08/31,,,read,,,,1,0
9578336,1861: The Civil War Awakening,Adam Goodheart,"Goodheart, Adam",,"=""1400040159""","=""9781400040155""",0,4.06,Knopf,Hardcover,481,2011,2011,,2019/07/14,to-read,to-read (#33),to-read,,,,0,0
30833,The Death and Life of Great American Cities,Jane Jacobs,"Jacobs, Jane",,"=""0375508732""","=""9780375508738""",3,4.30,Random House,Hardcover,472,2002,1961,2019/07/13,2016/09/06,,,read,,,,1,0
36950075,The World in a Grain: The Story of Sand and How It Transformed Civilization,Vince Beiser,"Beiser, Vince",,"=""0399576428""","=""9780399576423""",0,4.05,Riverhead Books,Hardcover,294,2018,2018,,2019/07/10,to-read,to-read (#32),to-read,,,,0,0
39996759,A Philosophy of Software Design,John Ousterhout,"Ousterhout, John",,"=""1732102201""","=""9781732102200""",3,4.21,Yaknyam Press,Paperback,190,2018,2018,2019/06/25,2019/05/06,,,read,,,,1,0
